Decision;Seniority;Home;Time;Age;Marital;Job;Expenses;Income;Assets;Debt;Amount;Price
0;10;owner;60;37;single;fulltime;35;92;3000;0;1500;1635
0;3;parents;60;35;married;fulltime;35;410;0;0;2000;2228
1;5;parents;60;21;single;partime;35;70;0;0;1400;1550
1;8;parents;42;27;single;fulltime;35;107;0;0;400;1418
1;12;owner;36;32;married;fulltime;45;115;3500;0;800;1280
1;2;other;60;20;single;fulltime;35;165;2000;0;1000;1275
1;0;parents;60;19;single;others;75;200;3000;0;1800;2091
1;19;owner;24;52;married;fulltime;35;180;2500;0;580;1380
0;2;owner;36;55;married;fulltime;35;87;10000;0;1150;2000
1;19;other;60;34;married;fulltime;75;154;4500;0;1600;1778
1;0;owner;36;53;separated;freelance;35;174;10000;2000;600;787
0;1;parents;24;21;single;fulltime;35;60;0;0;900;1486
0;1;owner;24;32;married;partime;45;182;4000;200;175;175
0;2;owner;60;26;single;freelance;35;34;10000;4800;1600;1911
1;10;owner;60;50;married;freelance;35;64;3500;0;700;985
1;1;other;36;32;single;freelance;35;36;0;0;1000;1172
1;0;owner;18;26;single;others;35;85;7500;2600;600;1290
1;7;rent;36;33;separated;fulltime;47;115;0;0;645;895
1;1;other;36;46;married;freelance;60;57;0;0;660;1212
1;14;owner;18;37;married;fulltime;60;215;7000;0;600;1661
1;16;owner;60;48;married;freelance;45;273;7000;0;2000;2529
1;8;parents;36;26;married;freelance;45;101;4000;0;1000;1500
1;1;parents;60;22;single;fulltime;35;110;2000;0;1500;2098
0;0;other;36;41;married;freelance;35;44;0;0;1000;1600
0;3;rent;36;61;married;fulltime;41;57;12000;0;2500;3559
1;10;parents;48;24;single;fulltime;35;163;0;0;1000;1260
1;3;parents;24;24;married;fulltime;35;120;10000;0;500;650
0;4;parents;60;26;single;fulltime;35;52;0;0;1050;1372
1;1;rent;36;22;single;fulltime;59;136;0;0;450;2050
0;3;owner;36;36;married;freelance;90;82;4000;0;1300;1500
1;2;rent;48;45;married;freelance;47;124;0;0;1600;1895
1;5;parents;12;43;married;fulltime;105;265;0;0;500;1114
1;5;parents;24;35;married;fulltime;35;189;3000;0;800;1828
0;4;owner;60;35;married;freelance;45;184;15000;3000;2000;2477
1;10;parents;36;28;married;freelance;45;230;0;0;1700;2300
0;2;owner;60;32;married;fulltime;60;260;2500;450;1800;2400
1;30;rent;36;66;single;fulltime;35;111;3500;0;800;1251
1;15;other;48;33;married;fulltime;45;125;0;0;1000;1587
1;0;parents;36;25;single;fulltime;35;440;0;0;550;1546
0;3;owner;60;40;married;fulltime;60;200;8000;0;1700;2000
1;4;rent;48;42;married;freelance;100;245;0;0;1450;1489
0;4;owner;60;42;married;others;105;88;3500;108;1000;1025
0;12;owner;60;35;married;fulltime;60;92;3000;1600;875;875
0;1;rent;60;30;married;partime;84;92;0;0;750;900
1;18;owner;60;39;married;fulltime;60;130;3500;0;1400;1471
1;12;parents;60;27;single;fulltime;35;150;0;0;1350;1750
1;7;owner;60;44;married;fulltime;45;112;3500;0;1450;1625
1;5;owner;60;40;married;fulltime;60;134;3500;0;1200;1291
0;2;owner;60;32;married;fulltime;60;101;7000;2500;1600;1850
1;14;owner;60;29;married;fulltime;35;143;5000;0;1400;1668
0;5;rent;72;29;married;fulltime;45;92;1500;850;1450;1516
0;1;other;36;40;married;fulltime;75;150;0;0;800;800
1;2;rent;48;41;separated;fulltime;61;162;0;0;900;1178
0;1;owner;48;34;married;others;60;45;2500;0;1000;1476
1;13;owner;24;37;single;fulltime;35;100;3000;0;800;1494
1;12;owner;48;42;married;fulltime;60;118;5000;0;900;1350
1;0;parents;36;22;married;partime;35;72;0;0;650;950
1;6;parents;12;27;single;freelance;35;129;0;0;400;1777
1;3;parents;36;29;single;partime;35;110;0;0;800;1428
1;5;owner;36;58;married;others;35;80;7000;0;750;1150
1;12;owner;36;34;married;fulltime;60;97;4500;96;600;1253
1;14;owner;60;43;married;fulltime;45;103;4000;0;950;1206
0;0;owner;36;42;married;fulltime;75;127;7000;0;2500;3058
0;15;owner;60;31;married;fulltime;45;96;4000;0;960;1031
0;1;rent;48;55;married;fulltime;60;94;8000;840;900;1050
1;7;parents;6;28;single;fulltime;35;93;68;0;600;1827
1;0;parents;60;24;single;fulltime;35;148;12000;0;1150;1275
1;2;owner;60;44;married;fulltime;75;274;6000;0;1600;2070
1;5;parents;60;59;married;others;35;140;5000;0;650;730
1;20;rent;48;44;widow;freelance;43;77;0;0;550;1499
1;1;parents;36;27;single;fulltime;35;91;0;0;1000;1866
0;0;rent;36;34;single;partime;44;85;0;0;325;375
0;29;owner;60;50;widow;fulltime;35;175;6000;0;1143;1143
1;6;other;24;37;married;fulltime;75;466;10000;800;1678;1678
1;3;owner;48;42;married;fulltime;45;150;20000;3000;1500;2163
0;1;parents;48;22;single;partime;35;52;0;0;1200;1442
1;4;rent;36;35;married;partime;52;72;0;0;350;899
1;0;owner;36;37;married;freelance;60;162;15000;0;400;750
1;13;owner;36;50;married;fulltime;45;139;1800;0;715;1683
1;12;parents;60;32;married;fulltime;35;105;0;0;1400;1780
1;5;owner;60;58;married;freelance;45;93;45000;0;1500;2090
1;22;owner;48;48;married;freelance;75;642;37000;0;1000;1484
1;15;owner;60;56;married;freelance;45;155;10500;0;1250;1392
1;30;owner;60;53;married;fulltime;35;120;4000;0;1250;1401
1;3;rent;36;45;married;freelance;61;155;10000;0;1000;1500
1;20;owner;48;37;separated;fulltime;35;165;8000;1000;1300;2500
1;0;parents;24;23;married;partime;35;150;0;0;500;1175
0;5;rent;60;29;married;fulltime;56;105;0;0;1350;1396
1;1;parents;60;20;single;fulltime;35;65;0;0;1000;1479
0;5;owner;12;27;married;fulltime;45;86;2500;0;1000;1600
0;3;rent;60;34;married;freelance;45;49;0;0;1000;1625
1;10;rent;48;39;married;fulltime;51;163;0;0;880;1345
1;3;other;60;32;married;freelance;35;101;0;0;1000;1731
1;5;owner;6;52;married;fulltime;35;122;2000;0;250;1500
0;4;rent;36;34;married;fulltime;73;126;0;0;1000;1250
0;3;owner;36;28;married;partime;35;100;3000;0;1000;1851
0;1;other;36;37;married;freelance;60;27;0;0;850;1000
1;5;owner;36;45;married;fulltime;75;167;7000;2300;400;800
0;14;rent;48;33;married;fulltime;65;45;0;0;1300;1695
1;27;owner;36;53;married;fulltime;35;136;4000;0;350;1389
1;1;owner;48;39;married;fulltime;45;150;10500;0;1300;1392
1;24;owner;18;38;married;fulltime;45;32;7000;90;300;400
1;15;owner;24;29;married;fulltime;45;130;4000;0;400;899
1;20;owner;60;36;married;fulltime;45;218;5000;2500;1600;2478
1;31;owner;48;57;married;freelance;60;230;19400;1781;600;887
0;0;owner;60;24;married;others;35;104;7000;2500;1350;1425
1;7;owner;36;36;married;fulltime;45;103;4000;0;325;1626
1;9;rent;48;23;married;fulltime;47;118;0;0;1500;1643
0;0;rent;36;36;married;partime;84;240;0;0;1050;1342
1;18;other;36;52;married;fulltime;35;120;0;0;600;1418
1;19;rent;60;54;married;fulltime;45;80;3500;0;1300;1534
1;2;rent;36;45;single;fulltime;45;99;0;0;350;555
1;8;owner;36;53;married;fulltime;45;254;6000;0;350;575
1;12;owner;60;27;married;fulltime;35;167;4000;0;1000;1537
1;16;rent;60;47;married;fulltime;72;120;0;0;1150;1428
1;26;owner;36;44;married;fulltime;75;108;6000;0;1606;2605
1;32;owner;36;56;married;fulltime;60;152;7000;0;1000;2950
1;12;rent;12;41;married;freelance;75;111;20000;0;1200;2130
1;1;owner;60;59;married;others;45;228;10000;0;1150;1150
1;14;owner;48;48;married;fulltime;60;107;5000;0;850;1801
1;7;rent;60;56;married;fulltime;55;101;0;0;790;1106
1;13;parents;36;27;single;fulltime;35;105;0;0;500;800
0;1;parents;48;36;married;partime;60;150;0;0;1000;1148
1;0;rent;60;31;married;freelance;45;165;4500;0;1550;1954
1;5;owner;60;49;married;fulltime;60;125;14000;0;1000;1297
1;30;rent;24;53;married;freelance;69;240;25000;0;1000;2200
1;21;owner;48;53;married;fulltime;35;110;3000;0;1000;1674
1;11;owner;60;38;married;freelance;35;122;3500;0;1000;1182
1;11;rent;60;50;married;freelance;50;152;0;0;1400;1637
1;4;parents;48;21;single;fulltime;35;60;4000;0;600;1320
0;2;rent;60;41;married;freelance;44;90;0;0;1800;2213
1;20;owner;24;46;married;freelance;35;40;17000;0;1000;1895
1;26;owner;60;54;married;freelance;60;186;80000;0;1600;2257
1;20;owner;36;48;married;fulltime;60;131;3500;0;1000;2188
1;1;parents;24;26;single;fulltime;45;153;18500;0;500;1505
1;8;rent;36;33;married;freelance;45;159;5100;0;600;1124
1;12;rent;48;37;married;freelance;60;100;9000;0;1200;1995
1;4;owner;60;37;married;freelance;35;128;18000;0;800;1560
1;4;owner;60;37;married;freelance;35;128;18000;0;800;1560
0;4;rent;60;43;married;fulltime;45;109;0;0;1050;1530
1;2;owner;60;33;married;fulltime;60;198;4600;3500;700;760
0;13;rent;48;28;married;fulltime;54;190;0;0;800;1157
1;28;owner;24;49;married;fulltime;35;73;2700;0;400;500
0;5;parents;24;28;single;freelance;35;32;0;0;400;640
1;15;owner;60;32;divorced;freelance;35;192;6000;3300;1550;1612
1;21;owner;36;51;married;fulltime;75;160;1500;0;900;1221
1;3;owner;60;28;married;partime;60;122;5000;1000;800;1484
1;2;owner;36;30;married;freelance;35;84;4000;0;1100;1850
1;14;owner;48;51;married;fulltime;45;130;2000;0;1400;1700
1;6;rent;60;45;married;fulltime;60;169;2500;300;1250;1565
1;4;parents;24;40;single;fulltime;35;150;5500;600;500;1672
1;1;rent;60;29;married;fulltime;59;142;0;0;700;1344
1;5;rent;36;32;married;fulltime;75;101;40000;0;1400;1444
0;2;parents;36;24;single;fulltime;35;65;0;0;895;895
1;0;owner;60;30;single;partime;35;285;8000;0;850;1251
1;14;rent;48;42;married;fulltime;90;151;8000;6300;1000;1650
0;0;rent;48;49;married;partime;52;72;0;0;500;950
0;4;rent;60;34;single;fulltime;43;80;0;0;1500;2218
0;2;owner;36;29;single;freelance;35;71;3000;0;950;1300
0;15;owner;48;50;married;freelance;60;95;148;1;4000;6146
0;11;owner;48;26;married;fulltime;35;135;3500;0;200;1871
1;25;owner;48;48;married;fulltime;35;202;4000;0;800;1800
1;21;owner;36;50;divorced;freelance;35;37;80000;0;1250;1423
0;2;owner;36;21;single;freelance;35;25;13000;4000;1000;1200
1;20;owner;36;63;married;freelance;35;110;6000;0;1000;1675
1;9;owner;60;32;married;fulltime;45;103;4500;0;1100;1293
1;15;owner;60;51;married;fulltime;60;216;5000;0;1000;1200
1;5;parents;60;25;single;fulltime;35;75;0;0;1200;1300
0;1;other;60;32;married;partime;35;114;4000;500;1150;1661
1;14;owner;60;28;married;fulltime;35;198;7000;900;1000;1850
1;9;rent;48;32;married;fulltime;87;270;0;0;1000;1640
1;7;owner;12;45;widow;freelance;75;200;15000;0;600;1130
1;1;parents;24;21;single;fulltime;35;64;3000;0;700;1250
1;19;owner;24;35;married;fulltime;60;90;4000;0;200;1147
1;12;owner;60;27;married;fulltime;35;132;3000;1400;1400;1428
1;11;owner;60;26;married;fulltime;35;70;5000;0;1050;1273
1;1;parents;48;21;single;partime;35;164;0;0;1400;1503
1;2;owner;24;40;married;freelance;60;68;5000;0;680;1682
1;6;parents;48;37;married;fulltime;45;179;0;0;1000;1530
1;5;owner;60;35;married;freelance;45;84;25000;0;1500;1850
1;25;rent;60;58;married;fulltime;35;164;5000;1000;1500;2000
0;15;owner;60;50;widow;freelance;35;25;15000;2520;880;951
1;5;parents;24;25;single;partime;35;111;0;0;750;1125
1;13;owner;60;43;married;fulltime;45;123;3500;0;1600;1805
1;35;rent;60;52;married;fulltime;83;384;3000;3000;900;1633
1;6;parents;60;41;married;fulltime;75;217;0;0;1230;1238
1;28;owner;30;54;married;fulltime;45;234;15000;0;1250;2166
1;25;owner;36;50;married;freelance;60;345;25000;3000;2300;3295
1;0;owner;60;61;married;others;35;113;3000;0;1300;1726
1;20;other;48;47;married;fulltime;45;182;0;0;1200;1431
1;15;parents;48;30;separated;fulltime;35;126;0;0;850;1075
0;5;owner;36;35;separated;freelance;45;99;2000;0;750;975
1;3;parents;24;20;single;fulltime;35;170;2000;0;500;1624
1;2;owner;48;57;married;fulltime;45;184;4000;0;1000;1500
0;1;owner;60;43;married;partime;75;147;6000;2000;750;1256
1;10;owner;36;43;married;fulltime;60;200;6500;0;1370;1717
1;15;owner;60;29;married;fulltime;45;42;15000;4800;1500;2519
0;0;rent;60;38;married;fulltime;67;69;0;0;1200;1497
1;0;rent;36;25;single;partime;44;93;0;0;800;1212
0;0;owner;36;27;married;freelance;45;69;3500;1500;600;780
1;4;other;48;20;single;fulltime;35;245;0;0;1126;1631
0;1;rent;36;44;married;fulltime;54;88;0;0;500;650
0;16;owner;60;44;married;fulltime;35;150;2500;400;2000;2190
1;0;parents;12;22;single;others;35;42;0;0;200;748
1;15;owner;48;29;married;freelance;45;176;16200;0;1400;2475
1;15;rent;24;42;married;fulltime;41;64;0;0;200;400
1;8;rent;12;31;single;freelance;35;277;5000;0;1700;2963
1;8;rent;60;30;married;fulltime;35;55;8000;5500;2000;2552
0;4;owner;24;22;single;fulltime;35;97;3216;0;1000;1000
1;11;owner;60;54;married;fulltime;45;230;15000;0;1200;1415
1;5;owner;12;60;married;fulltime;60;125;5000;0;400;1361
0;7;rent;48;43;married;fulltime;44;92;0;0;1300;1653
1;9;rent;60;31;single;fulltime;44;87;0;0;1200;1364
1;12;owner;60;28;single;fulltime;35;126;15000;0;1350;1381
1;5;parents;36;29;single;fulltime;35;134;0;0;300;425
1;20;owner;36;49;married;freelance;60;77;44000;0;2220;2220
1;5;parents;60;23;single;freelance;35;85;0;0;948;1148
1;11;owner;36;40;married;fulltime;45;203;8000;4000;900;1674
1;1;parents;18;25;single;partime;35;47;0;0;400;1367
1;20;rent;48;46;married;fulltime;98;230;0;0;650;900
1;10;owner;24;50;married;freelance;45;102;6000;0;1000;2445
0;1;parents;60;26;single;partime;35;267;0;0;2400;2599
0;3;rent;24;47;married;fulltime;60;116;4000;1500;800;1000
1;11;owner;60;38;married;fulltime;60;352;5000;0;1300;1850
1;2;rent;60;36;single;fulltime;52;170;0;0;1300;1400
1;18;owner;60;35;married;fulltime;45;92;4000;0;950;1250
0;15;rent;48;49;married;fulltime;60;112;2000;1000;900;960
0;2;rent;60;40;single;fulltime;104;138;5000;300;1700;1879
1;5;parents;12;41;married;freelance;35;134;0;0;900;1925
1;13;parents;36;34;single;fulltime;35;90;0;0;500;1014
0;3;rent;36;53;widow;others;105;84;2500;500;700;890
0;0;rent;36;27;married;partime;42;72;0;0;700;925
0;0;parents;36;23;single;fulltime;35;200;0;0;1100;2095
0;0;other;60;27;married;freelance;60;45;0;0;1400;1453
0;0;owner;48;49;married;partime;35;136;5000;1600;900;1178
1;9;owner;60;24;married;fulltime;35;125;4000;0;1000;1174
1;12;owner;36;49;married;freelance;35;78;12000;2000;1000;1200
1;2;other;60;23;married;freelance;35;140;0;0;1400;1581
0;6;parents;60;29;single;freelance;35;106;3500;0;1000;1183
1;9;rent;48;23;married;fulltime;65;197;0;0;400;2305
1;22;owner;48;44;single;fulltime;35;122;5000;0;900;1500
0;0;rent;60;39;married;partime;35;85;1500;0;1270;1405
1;0;owner;60;27;single;fulltime;35;87;15000;0;1000;1034
0;18;owner;18;38;married;freelance;60;93;20000;0;950;1350
1;10;parents;36;50;separated;fulltime;35;86;0;0;700;1473
0;1;rent;48;63;married;others;35;109;2000;0;500;1400
1;2;other;30;21;single;fulltime;35;53;5000;0;1000;1525
1;30;owner;48;53;married;freelance;45;341;38000;0;1600;2120
1;3;parents;36;28;single;fulltime;35;91;0;0;1000;2050
1;15;owner;60;48;married;fulltime;45;105;3000;0;250;1092
1;10;other;60;50;single;fulltime;35;147;0;0;1080;1152
0;1;parents;36;26;single;partime;35;335;0;0;600;700
0;5;parents;48;28;married;fulltime;35;173;0;0;1600;1630
1;3;rent;60;24;single;fulltime;60;147;0;0;1050;1351
1;11;owner;60;28;married;fulltime;75;260;24000;0;1400;1852
0;4;rent;36;24;married;partime;55;100;0;0;650;725
1;12;owner;48;35;single;fulltime;45;264;25000;1700;1000;1560
1;4;owner;24;49;married;fulltime;45;132;15000;0;850;1338
1;1;parents;60;23;single;fulltime;35;53;80000;0;1150;1409
1;3;owner;60;51;married;fulltime;35;123;25000;0;1800;2208
1;12;rent;60;45;married;fulltime;45;292;1;0;950;997
0;29;rent;60;55;married;fulltime;45;100;0;0;1400;1530
1;3;owner;60;64;widow;others;35;135;2500;0;650;660
1;0;owner;60;42;married;partime;35;90;3000;1500;1200;1438
0;2;other;12;32;married;fulltime;45;60;3000;0;1000;1800
1;29;owner;48;60;married;fulltime;35;152;3500;0;1050;1550
1;20;owner;24;42;married;freelance;60;145;10000;0;1000;1622
1;2;parents;60;23;single;fulltime;35;80;0;0;1570;1671
1;22;owner;48;53;married;fulltime;35;110;5000;0;1500;1683
1;14;parents;36;30;married;fulltime;35;172;0;0;1100;1505
1;5;other;24;33;married;fulltime;60;115;0;0;400;1600
1;8;owner;36;37;married;fulltime;75;190;20000;0;1000;2105
1;5;owner;60;26;married;fulltime;35;56;6000;0;1100;1151
1;23;owner;48;45;married;fulltime;90;298;10000;3500;500;1111
1;1;owner;60;28;married;fulltime;35;72;6000;0;1150;2100
0;0;rent;12;23;married;partime;43;80;0;0;200;1200
1;40;owner;36;59;married;freelance;35;184;17000;3000;500;1571
1;6;owner;60;22;single;fulltime;45;233;10000;0;850;1014
1;1;parents;60;33;married;fulltime;60;355;12000;0;1900;2150
1;3;parents;48;25;single;fulltime;35;32;0;0;700;1114
0;0;parents;60;22;single;partime;35;49;0;0;1250;1316
1;8;owner;36;25;married;fulltime;35;185;3000;0;1600;2202
1;2;rent;60;28;single;fulltime;47;115;0;0;1000;1015
1;1;parents;60;21;single;freelance;35;73;0;0;800;899
0;0;owner;48;42;separated;fulltime;60;119;15000;0;800;800
0;3;rent;60;35;married;fulltime;45;219;1000;0;1000;1232
1;14;owner;48;44;married;fulltime;60;105;3000;0;500;1745
0;8;rent;60;58;married;fulltime;35;267;0;0;1700;2136
1;6;rent;60;23;married;fulltime;48;134;0;0;1000;1064
0;0;owner;60;41;married;partime;45;40;4500;80;800;825
1;3;other;60;27;single;fulltime;35;184;4700;700;1400;1640
1;1;parents;60;20;married;partime;35;90;0;0;1370;1499
0;7;rent;60;22;married;partime;47;119;0;0;1040;1200
1;2;rent;60;21;single;freelance;35;170;4000;0;1000;1522
1;19;rent;60;55;married;fulltime;45;118;4000;0;1300;1661
1;0;parents;12;24;single;freelance;35;85;0;0;240;240
1;1;parents;36;23;single;fulltime;35;95;0;0;1000;1639
1;4;rent;48;33;married;fulltime;58;133;0;0;1500;1784
1;4;parents;30;30;single;fulltime;35;81;0;0;600;775
1;2;rent;60;35;married;fulltime;35;190;9900;2000;700;782
1;20;owner;60;54;married;fulltime;60;191;5000;0;600;1400
1;1;other;24;46;married;partime;45;70;2500;0;390;590
1;10;rent;48;53;married;fulltime;48;127;0;0;500;1000
0;4;rent;60;58;married;freelance;60;84;0;0;900;2906
1;3;owner;60;41;married;freelance;60;142;14000;0;1889;1889
1;15;owner;60;41;married;fulltime;35;125;10000;0;1000;1040
1;5;rent;48;26;separated;fulltime;53;178;0;0;1200;2279
1;26;owner;48;49;married;fulltime;60;240;2000;0;1750;2047
1;6;owner;36;23;married;fulltime;45;125;3500;1500;650;1158
1;8;rent;54;29;married;fulltime;43;80;0;0;1000;1241
0;15;owner;48;53;married;freelance;45;200;15000;3500;1650;2000
1;1;parents;12;21;single;others;35;94;0;0;800;1428
1;7;owner;36;25;married;fulltime;35;70;3000;750;650;700
0;10;rent;60;38;married;freelance;60;110;8000;0;2200;2387
1;19;owner;36;47;married;fulltime;35;110;12000;1600;1400;1883
1;7;owner;60;26;married;fulltime;35;132;5000;2400;650;900
1;10;rent;36;41;married;fulltime;45;168;11500;4000;250;500
1;20;parents;36;38;married;freelance;60;64;25000;0;1500;1650
0;2;rent;24;41;married;freelance;90;19;5000;0;800;1900
1;5;rent;24;36;married;fulltime;70;100;0;0;700;2995
1;2;other;36;31;married;fulltime;45;130;0;0;600;1135
0;2;rent;48;44;married;others;60;95;4300;0;1250;1250
1;3;parents;60;23;single;freelance;45;70;4000;0;1000;1330
1;10;rent;36;45;married;fulltime;83;383;0;0;800;4300
0;10;owner;48;35;married;fulltime;45;63;5000;350;1000;1580
1;0;parents;48;20;single;partime;35;215;15000;0;1100;1100
1;4;parents;60;26;single;fulltime;35;104;2500;2000;1048;1048
1;2;parents;48;27;married;fulltime;45;164;0;0;1100;1464
1;20;owner;30;55;married;freelance;75;209;25000;0;1100;1930
1;0;parents;48;19;single;partime;35;53;0;0;1250;1310
1;1;owner;12;34;married;freelance;60;261;12000;0;400;600
1;4;rent;60;29;married;fulltime;59;142;1000;0;1250;1267
1;18;owner;60;51;married;fulltime;45;182;5000;0;1500;1500
1;1;rent;60;23;married;fulltime;54;92;0;0;1450;1626
1;15;rent;60;31;married;fulltime;60;100;2500;800;1000;1323
0;0;rent;60;36;married;others;47;121;0;0;900;1423
1;6;other;60;20;married;fulltime;45;130;0;0;1250;1404
0;10;rent;60;30;married;fulltime;35;123;2000;0;1600;1600
0;10;owner;60;62;married;fulltime;60;78;6000;0;1130;1130
1;4;other;36;27;single;freelance;35;41;0;0;200;795
1;6;parents;48;27;single;fulltime;35;113;4000;0;990;995
1;6;rent;60;35;married;fulltime;45;160;3000;1200;900;1612
1;2;owner;48;50;married;fulltime;35;86;4000;0;900;1221
1;14;parents;60;31;married;fulltime;35;100;0;0;1500;1500
0;0;other;36;19;single;fulltime;35;100;0;0;650;650
0;1;parents;60;38;married;partime;60;92;3500;0;1000;1025
0;10;owner;48;63;married;freelance;35;134;3000;0;4000;4769
1;3;rent;60;27;married;fulltime;45;194;3500;1000;700;1083
1;2;owner;36;23;single;freelance;45;135;10000;0;1250;1400
